1girl,單個女孩
object_on_breast,在胸部上的物品
dream_soul,夢魂
meka_(overwatch),機甲_(守望先鋒)
nebula,星雲
gold_coin,金幣
panda_hood,熊貓連帽衫
magician,魔術師
elevator,電梯
taut_swimsuit,緊身泳衣
deer_tail,鹿尾巴
purple_butterfly,紫色蝴蝶
grimoire_of_alice,愛麗絲的魔導書
lolidom,蘿莉統治
aqua_leotard,藍綠色緊身衣
bathhouse,浴室
laundry_basket,洗衣籃
double_amputee,雙截肢者
broccoli,西蘭花
little_red_riding_hood_(grimm)_(cosplay),格林小紅帽（角色扮演）
year_of_the_pig,豬年
keizoku_school_uniform,系屬高中校服
fur_cuffs,毛絨鐐銬
broken_armor,破損的盔甲
through_screen,穿越螢幕
wakamezake,海帶酒
finger_sucking,吮指
glowing_hand,發光手
cast,石膏
panties_under_shorts,短褲下露出內褲
weasel_girl,鼬女孩
brown_lips,棕色嘴唇
arm_around_back,背後摟住
hand_on_table,手放在桌子上
white_sky,白色天空
dilation_tape,擴張膠帶
arm_on_knee,手臂放在膝蓋上
maple_leaf_print,楓葉印花
expression_chart,表情圖表
kanba_girls_high_school_uniform,神庭女子高中制服
cabbage,包菜
listening_to_music,聽音樂
1970s_(style),1970年代（風格）
power_connection,超能力連接
lifebuoy_ornament,救生圈裝飾
exploding_clothes,爆裂衣服
right-over-left_kimono,左衽和服
holding_creature,拿著生物
floating_rock,漂浮的岩石
stiletto_(weapon),細匕首（武器）
sock_pull,拉襪子
window_(computing),電腦視窗
clawed_gauntlets,帶爪護手
waving_arms,揮舞手臂
canned_coffee,罐裝咖啡
print_mug,印花杯
dogeza,跪拜
glass_shards,玻璃碎片
nipple_chain,乳頭鏈
camisole_lift,吊帶衫上提
frilled_headwear,褶邊頭飾
cable_tail,電纜尾巴
chess,國際象棋
red_male_underwear,紅色男性內褲
exposed_pocket,露兜
combat_knife,戰鬥刀
two-sided_coat,雙面外套
materia,材料
firelock,火槍
volcano,火山
village,村莊
trophy,獎盃
fingering_through_panties,隔著內褲指插
dotted_background,點狀背景
shoujo_kitou-chuu,少女祈禱中
tooth,牙齒
whip_marks,鞭痕
eel,鰻魚
paizuri_invitation,乳交邀約
safety_glasses,安全眼鏡
groceries,雜貨
holding_fish,拿魚
front_slit,前開叉
multitasking,多工處理
flippers,鰭狀肢
honda,本田
leopard_girl,豹女孩
kickboard,踢水板
wing_ears,翅膀耳朵
smartphone_case,手機殼
kariyushi_shirt,沖繩襯衫
oonusa,大麻
knives_between_fingers,手指間的刀
broken_sword,斷劍
policeman,員警
spade_hair_ornament,黑桃發飾
white_halo,白色光環
male_underwear_peek,男性內衣走光
hand_focus,手部特寫
fitting_room,試衣間
carton,紙盒
cash_register,收銀機
unworn_jewelry,未佩戴的首飾
hanging_light,吊燈
leotard_peek,露出體操服
makeup_brush,化妝刷
caliburn_(fate),破曉之劍_(命運)
neck_garter,頸部吊襪帶
foot_worship,足崇拜
fried_chicken,炸雞
weasel_tail,黃鼠狼尾巴
blue_suit,藍色西裝
cross-laced_top,交叉系帶上衣
koishi_day,戀女之日
military_operator,特種部隊隊員
wardrobe_error,著裝錯誤
table_humping,磨桌
whiteboard,白板
holding_photo,拿著照片
vehicle_and_personification,交通工具和擬人化
bolt,螺栓
compass,指南針
ooarai_(emblem),大洗（徽章）
youkai_(youkai_watch),妖怪（妖怪表）
2b_(nier:automata)_(cosplay),2B (尼爾:自動人形) (角色扮演)
dissolving_clothes,溶解的衣服
hunched_over,彎腰
holding_pole,抓住杆子
jacket_lift,拉起外套
fish_bone,魚骨
drowning,溺水
holding_shovel,拿鏟子
marriage_proposal,求婚
backless_swimsuit,露背泳衣
gag_harness,穿戴頭套
tickling_armpits,撓腋窩
jam,果醬
chili_pepper,辣椒
incoming_kiss,即將親吻
ray_gun,光線槍
trash,垃圾
rust,鏽
low-cut_armhole,低胸臂孔
propeller_hair_ornament,螺旋槳發飾
tambourine,鈴鼓
merman,人魚男
runny_nose,流鼻涕
sprinkles,糖屑
fake_magazine_cover,假雜誌封面
biwa_lute,琵琶
against_fourth_wall,擠靠在第四堵牆上
wide_oval_eyes,寬橫橢圓眼
holding_cross,拿著十字架
sexual_coaching,性指導
craft_essence_(fate),隊長禮裝（命運）
otter_tail,水獺尾巴
interior,內部
mami_mogu_mogu,瑪米咀嚼
gumroad_username,gumroad用戶名
lime_(fruit),青檸（水果）
amestris_military_uniform,亞美斯特裡斯軍裝
cobblestone,鵝卵石
cupboard,櫥櫃
canteen,水壺
taut_leotard,緊身連體衣
cork,軟木塞
phoenix,鳳凰
after_masturbation,手淫後
o-ring_swimsuit,環形泳衣
dorsal_fin,背鰭
flying_fish,飛魚
wind_turbine,風力發電機
pom_pom_earrings,絨球耳環
checkered_bow,格子蝴蝶結
multiple_hairpins,多個髮夾
record,唱片
smelling_clothes,聞衣服
light_brown_background,淺棕色背景
lance_of_longinus_(evangelion),朗基努斯之槍 (EVA)
studded_choker,鑲釘項圈
red_bandeau,紅色抹胸
croissant,牛角包
jolly_roger,海盜旗
red_trim,紅色飾邊
mechanic,機械師
covering_another's_mouth,捂住他人口
single_garter_strap,單根吊襪帶
lane_line,車道線
brain,大腦
humping,撞擊
fruit_hat_ornament,水果帽裝飾
ski_goggles,滑雪護目鏡
starfish_hair_ornament,海星發飾
hand_on_own_forehead,手在額頭上
holding_briefcase,拿著公事包
brown_sash,棕色腰帶
orca,虎鯨
urinal,小便池
van,廂式車
layered_kimono,層疊和服
o-ring_belt,O型環腰帶
ballpoint_pen_(medium),圓珠筆(中等)
striped_vest,條紋背心
like_and_retweet,贊和轉發
green_cardigan,綠色開衫
multicolored_stripes,多色條紋
aqua_hairband,水色發帶
square,正方形
entangled,纏繞
billboard,看板
yellow_gemstone,黃色寶石
plate_carrier,防彈背心
surfing,衝浪
police_car,警車
crystal_wings,水晶之翼
limiter_(tsukumo_sana),限制器_(九十九佐奈)
casing_ejection,拋殼
fern,蕨類植物
bear_hood,熊耳連帽
war_hammer,戰錘
coffee_pot,咖啡壺
holding_bra,拿著胸罩
sauce,醬汁
throat_microphone,喉部麥克風
detached_leggings,分離腿環
shopping_cart,購物車
half-erect,半勃起
ticket,票
paw_print_pattern,爪印圖案
shindan_maker,診斷製造機
invisible,隱形
congratulations,祝賀
star_wand,星杖
object_head,物體頭
yumi_(bow),弓（弓箭）
m16,m16
on_scooter,騎踏板車
kanshou_&_bakuya_(fate),幹將和莫邪（命運）
chocolate_making,製作巧克力
carousel,旋轉木馬
wet_skirt,濕的裙子
body_switch,互換身體
depressed,沮喪
multicolored_tail,多色尾巴
holding_another's_foot,拿著別人的腳
walker_(robot),步行機器人
gradient_wings,漸變色翅膀
down_jacket,羽絨服
rabbit_on_head,頭上的兔子
giant_male,巨型男性
meteor_shower,流星雨
kissing_neck,親吻脖子
raspberry,覆盆子
holding_scroll,手持卷軸
twintails_day,雙馬尾日
rhine_lab_logo,萊茵實驗室標誌
monochrome_background,單色背景
pink_tank_top,粉色背心
kadomatsu,角松
microwave,微波爐
looking_at_hand,看著手
watercolor_pencil_(medium),水彩色鉛筆（媒介）
yellow_one-piece_swimsuit,黃色連體泳衣
white_bandeau,白色抹胸
paint_can,油漆罐
musket,火槍
monk,僧侶
shield_on_back,背上有盾
facing_up,頭朝上
black_tube_top,黑色裹胸
white_pubic_hair,白色陰毛
scoop_neck,圓領
female_goblin,女性哥布林
purple_pupils,紫色瞳孔
graduation,畢業典禮
covering_another's_eyes,遮住別人的眼睛
ligne_claire,清晰線條
slim_legs,纖細的腿
accident,意外
handshake,握手
torn_wings,破損的翅膀
kono_lolicon_domome,你們這些可惡的蘿莉控
weights,啞鈴
temari_ball,手鞠球
red_wine,紅葡萄酒
yellow_pantyhose,黃色連褲襪
super_saiyan_4,超級賽亞人4
wafer_stick,威化棒
condensation,冷凝
originium_arts_(arknights),源石技藝（明日方舟）
sitting_sideways,側坐
small_nipples,小乳頭
fading,漸漸消失
surrounded,被包圍
bandaged_fingers,手指纏著繃帶
ahoge_wag,抖呆毛
bindi,額飾
black_hood,黑色兜帽
hand_on_ground,手觸地
container,容器
glansjob,只刺激龜頭
black_veil,黑色面紗
child_carry,抱小孩
ak-47,AK-47
head_on_head,頭-on-頭
pitcher_(container),水罐
coin_purse,零錢包
leaf_background,葉子背景
transparent_censoring,透明遮擋
hakama_shorts,短褲袴
moose_ears,麋鹿耳朵
josou_seme,女裝攻
stuffed_panda,玩具熊貓
police_badge,警徽
translucent,半透明
fishnet_bodysuit,漁網連體衣
cutting,切割
pointy_hat,尖頂帽
fur_jacket,毛皮夾克
dollar_sign,美元符號
curled_up,蜷縮
bandaid_on_neck,脖子上的創可貼
homu,homu
crescent_rose,新月玫瑰
railroad_crossing,鐵路道口
black_vs_white,黑白對比
circle_formation,圈形排列
holding_surfboard,拿著衝浪板
bridal_lingerie,新娘內衣
handjob_gesture,手淫手勢
hat_belt,帽帶
team_skull,骷髏隊
flat_chest_grab,抓平胸
overall_skirt,背帶裙
bc_freedom_school_uniform,BC自由學園校服
hair_over_one_breast,頭髮遮住一邊胸部
arm_over_head,舉手過頭
red_star,紅星
sweater_pull,拉扯毛衣
holding_map,拿著地圖
masked,戴口罩
haneoka_school_uniform,羽丘女子高中的校服
cello,大提琴
disguise,偽裝
scalpel,手術刀
holographic_monitor,全息顯示器
knife_sheath,刀鞘
rotary_phone,轉盤電話
pantyhose_under_swimsuit,泳裝下褲襪
whip_sword,鞭劍
sixteenth_note,十六分音符
grabbing_another's_ear,抓住別人的耳朵
wanted,通緝
pawn_(chess),卒子(國際象棋)
print_swimsuit,印花泳衣
popsicle_stick,冰棒棍
person_on_head,頭上有個人
face_in_pillow,面部埋在枕頭裡
karate_gi,空手著
unworn_goggles,未佩戴護目鏡
after_bathing,洗完澡
anti-aircraft,防空武器
nipple_cutout,乳頭開口
country_connection,國家聯繫
starlight_academy_school_uniform,星光學園校服
weapon_bag,武器袋
flailing,揮動手臂
sky_lantern,天燈
chessboard,棋盤
frontless_outfit,前面無衣
armored_leotard,裝甲緊身衣
travel_attendant,乘務員
shoulder_plates,肩甲
ribbed_thighhighs,羅紋過膝襪
band,樂隊
forked_tail,分叉尾巴
lightning_bolt_hair_ornament,閃電發飾
undone_neck_ribbon,解開的頸部緞帶
shoulder_guard,護肩
hedgehog_tail,刺蝟尾巴
digital_clock,數位時鐘
lop_rabbit_ears,垂耳兔耳朵
closet,壁櫥
cassock,長袍
germany,德國
metamoran_vest,美達摩斯馬甲
normal_suit,普通服
checkered_legwear,格子圖案襪
sparse_chest_hair,稀疏胸毛
see-through_swimsuit,透視泳衣
saury,秋刀魚
holding_necklace,拿著項鍊
chakram,輪刃
panties_over_pantyhose,內褲外穿褲襪
orange_bra,橙色胸罩
blood_on_bandages,血浸繃帶
pink_horns,粉色角
rainbow_background,彩虹背景
meadow,草地
remembering,回憶
calligraphy_brush_(medium),毛筆(工具)
saint_quartz_(fate),聖晶石_(命運)
vertical_foregrip,垂直前握把
calligraphy,書法
adjusting_scarf,調整圍巾
scratching_cheek,撓臉頰
bokura_wa_ima_no_naka_de,我們現在的世界
layered_shirt,疊穿襯衫
emoticon,表情符號
bird_on_arm,鳥在手臂上
pokemon_ears,寶可夢耳朵
paint_on_clothes,衣服上的顏料
scar_on_hand,手上的疤痕
blue_outline,藍色輪廓
green_feathers,綠色羽毛
unworn_bikini,未穿比基尼
pink_sports_bra,粉色運動文胸
tape_on_nipples,乳頭上的膠帶
casting_spell,施法
adjusting_buruma,調整運動短褲
playground,操場
rice_paddy,水田
noses_touching,碰鼻子
side-tie_shirt,側邊系帶襯衫
green_rose,綠色玫瑰
torn_coat,撕裂的大衣
beach_mat,沙灘墊
baton_(weapon),棍棒（武器）
ai_ai_gasa,相合傘
rash_guard,防磨衫
poke_ball_(legends),傳說精靈球
ankle_bow,腳踝蝴蝶結
covering_own_ears,捂住自己的耳朵
bridle,韁繩
mtu_virus,mtu病毒
bird_boy,鳥男孩
butterfly_tattoo,蝴蝶紋身
bandaid_on_head,頭上的創可貼
fur-trimmed_bikini,毛邊比基尼
implied_extra_ears,暗示額外耳朵
amusement_park,遊樂園
hat_tassel,帽穗
crosshatching,交叉線條畫法
hand_over_face,手擋住臉
hogtie,五花大綁
coconut_tree,椰子樹
argyle_cutout,菱形剪裁
cross-laced_skirt,交叉帶裙
fruit_on_head,頭上有水果
fruit_cup,水果杯
height,身高
starry_hair,星空頭髮
sparkle_hair_ornament,閃亮發飾
too_literal,太過直白
suspenders_slip,吊帶滑落
cow_costume,牛裝
fried_rice,炒飯
drum_magazine,彈鼓
anti-aircraft_gun,防空炮
pregnancy_test,驗孕棒
penis_shadow,陰莖陰影
blood_on_ground,地上的血
multicolored_leotard,多色緊身衣
white_garter_belt,白色吊襪帶
holding_toothbrush,手拿牙刷
toga,托加袍
red_carpet,紅地毯
holding_lipstick_tube,握著口紅管
multi-strapped_bikini_top,多肩帶比基尼上衣
mg42,MG42機槍
nipple-to-nipple,乳頭對乳頭
pushing_away,推開
spoken_expression,言語表情
ainu,阿伊努人
holding_with_tail,用尾巴抓住
white_wristband,白色腕帶
long_ribbon,長絲帶
shogi,將棋
green_fire,綠色火焰
facing_down,面朝下
senbei,煎餅
dawn,黎明
purple_robe,紫色長袍
turtleneck_jacket,高領夾克
rice_hat,斗笠
bacon,培根
washing_hair,洗頭髮
dark_clouds,烏雲
forced_smile,強迫微笑
shared_earphones,共用耳機
banana_peel,香蕉皮
mole_on_arm,手臂上的痣
holding_mirror,持鏡
two-sided_cloak,雙面斗篷
refraction,折射
corsage,胸花
black_outline,黑色輪廓
anchor_earrings,錨形耳環
wrapped_candy,包裝糖果
gingham,格子布
sweet_lolita,甜美洛麗塔
asymmetrical_sidelocks,不對稱鬢角
lying_on_water,躺在水面上
side-tie_skirt,側綁帶裙
print_scarf,印花圍巾
green_collar,綠色領子
sweater_tucked_in,毛衣束進
bc_freedom_(emblem),自由BC（徽章）
stile_uniform,風格制服
front-print_panties,前圖案內褲
square_neckline,方形領口
bear_panties,熊臉內褲
mini_witch_hat,小女巫帽
holding_key,拿著鑰匙
baking,烘焙
on_stool,在凳子上
oar,槳
nipple_jewelry,乳頭飾品
holding_torch,拿著火把
holding_plectrum,持撥片
announcement_celebration,宣佈慶祝
jug_(bottle),水壺（瓶）
white_tube_top,白色抹胸
unworn_hair_ornament,卸下的發飾
holding_magnifying_glass,拿放大鏡
single_off_shoulder,單肩露肩
meandros,迦南邊飾
stained_sheets,髒汙的床單
arm_across_waist,手臂橫在腰上
torn_cloak,撕裂斗篷
heart_hair,心形頭髮
audio_jack,音訊插孔
oven,烤箱
kittysuit,貓咪裝
soy_sauce,醬油
shirt_around_waist,圍在腰上的襯衫
;(,;(
arthropod_boy,節肢男孩
hieroglyphics,象形文字
rural,鄉村
piano_keys,鋼琴鍵
sailor_swimsuit_(idolmaster),水手泳裝（偶像大師）
market_stall,市場攤位
detached_ahoge,脫離的呆毛
ankle_garter,腳踝帶
year_of_the_rooster,雞年
fusuma,襖
package,包裹
feet_on_chair,腳放在椅子上
singlet,緊身連體衣
pastel_(medium),粉彩（媒介）
large_ears,大耳朵
sailor_collar_lift,海軍衣領被抬起
aviator_cap,飛行員帽
aqua_shorts,水藍色短褲
monkey_boy,猴子男孩
flying_button,飛鈕扣
race_bib,比賽號碼布
ambiguous_red_liquid,不明紅色液體
sewing_needle,縫紉針
holding_newspaper,拿著報紙
female_service_cap,女式制服帽
covering_with_blanket,用毯子蓋住
moth_girl,蛾女孩
rag,抹布
ankleband,腳踝帶
shampoo_bottle,洗髮水瓶
black_babydoll,黑色娃娃裝
tucked_penis,隱藏陰莖
multiple_bracelets,多個手鐲
front_zipper_swimsuit,前拉鍊泳衣
kin-iro_mosaic_high_school_uniform,金色馬賽克高中校服
holding_bell,拿著鈴鐺
blue_male_underwear,藍色男士內褲
side_cape,側披風
hand_grip,手握
inset_border,凹陷邊框
glove_bow,手套蝴蝶結
green_serafuku,綠色水手服
claw_foot_bathtub,獨腳浴缸
unworn_thighhighs,未穿戴過的長筒襪
rooster,公雞
poi,‘poi’
ribbed_socks,羅紋襪子
dress_shoes,禮服鞋
vertical-striped_shorts,縱條紋短褲
blue_sweater_vest,藍色毛衣背心
polearm_behind_back,背後拿著長柄武器
fur-trimmed_thighhighs,毛皮飾邊過膝襪
streetwear,街頭服飾
bangs,劉海
striped,條紋的
shiny,閃亮
shiny_hair,閃亮的頭髮
gradient,漸變色
hand_on_hip,手放在臀部
looking_away,看向遠處
breast_grab,抓胸
ground_vehicle,地面車輛
covering,覆蓋
multiple_penises,多個陰莖
light_purple_hair,淺紫色頭髮
vertical_stripes,豎條紋
headwear_removed,頭飾去掉
oni_horns,鬼角
hands_on_hips,雙手叉腰
hat_removed,去掉帽子
object_hug,擁抱物體
covering_mouth,捂嘴
overflow,溢出
labcoat,實驗服
untied,解開的
argyle,菱格紋
female_child,幼女
stuffed_bunny,玩具兔
print_legwear,印花腿部穿戴
tight,緊身
male_child,男孩
legwear_under_shorts,短褲下穿緊身襪
wall,牆
one_knee,單膝跪
^o^,^o^
eyewear_removed,眼鏡已摘除
shoes_removed,鞋子被脫掉
skirt_removed,脫掉裙子
error,錯誤
panties_removed,脫掉內褲
multi-strapped_bikini,多條帶比基尼
unfinished,未完成
fur,毛皮
sweating_profusely,大量出汗
3,3
diagonal_stripes,斜條紋
clothes_removed,移除衣物
holding_eyewear,手拿眼鏡
flame,火焰
mixed_bathing,混浴
pillow_hat,枕頭帽
drawing,繪畫
jacket_removed,脫下夾克
mask_removed,移除面具
framed,鑲框
bikini_lift,比基尼上拉
copyright,版權
hair_strand,發束
bra_removed,脫掉胸罩
concept_art,概念藝術
background_text,背景文字
gothic,哥特
lip_biting,咬唇
polos_crown,高頂毛冠
frilled_swimsuit,荷葉邊泳衣
extra,額外
bunny_print,兔子圖案
light_green_hair,淺綠色頭髮
qing_guanmao,清官帽
helmet_removed,脫掉頭盔
lifted_by_another,被別人舉起
heart_pillow,心形枕頭
doll_hug,抱著玩偶
blade,刀刃
shirt_removed,脫掉上衣
cum_on_boy,精液濺到男孩身上
matching_outfit,配對服裝
retrofit_(azur_lane),改造_(碧藍航線)
phone_screen,手機螢幕
pulled_by_another,被其他人物拉扯
monocle_hair_ornament,單片眼鏡發飾
scissor_blade,剪刀刀
bunny_pose,兔子姿勢
borrowed_garments,借來的衣服
picture_(object),圖片_(物體)
mod3_(girls'_frontline),mod3_(少女前線)
stone,石頭
drill_locks,螺旋卷髮
beltbra,腰帶胸罩
voyakiloid,失敗音
holstered_weapon,武器套
blinds,百葉窗
elite_ii_(arknights),精英II（明日方舟）
hair_in_mouth,頭髮在嘴裡
bikini_top_removed,比基尼上衣已被移除
fingers,手指
tan_background,茶色背景
holding_innertube,拿著游泳圈
kanji,漢字
coca-cola,可口可樂
nike,耐克
gloves_removed,手套移除
traditional_clothes,傳統服裝
boots_removed,脫掉靴子
power_suit_(metroid),能量戰甲（銀河戰士）
cellphone_picture,手機拍照
molten_rock,熔岩
sandals_removed,脫掉涼鞋
dark_green_hair,暗綠色頭髮
pouty_lips,嘟嘴
luggage,行李
clog_sandals,木屐
fume,煙霧
bunny-shaped_pupils,兔子形狀瞳孔
multiple_straps,多條帶
socks_removed,脫掉襪子
panzerkampfwagen_iv,四號坦克
catholic,天主教徒
texture,紋理
child_drawing,兒童繪畫
backpack_removed,拿掉背包
barefoot_sandals,赤腳涼鞋
